calendar_commit_frequency,avg_commit_size_norm,burst_concentration_ratio,commit_coefficient_variation,generic_message_ratio,pr_rejection_rate,language_diversity_norm,skill_mismatch,audio_resume_mismatch,rule_score,label
0.901923,0.550225,0.380000,0.815600,0.750000,0.645000,0.500000,0.232181,0.361376,0.350000,1
0.292683,0.417467,0.167000,0.136200,0.300000,0.319000,0.333333,0.371651,0.209352,0.000000,0
0.061905,0.227317,0.192000,1.000000,0.100000,0.312000,1.000000,0.344660,0.248165,0.000000,0
0.018784,0.270600,0.108000,1.000000,0.100000,0.345000,0.333333,0.279840,0.355679,0.000000,0
0.285321,0.230995,0.199000,0.120000,0.450000,0.228000,1.000000,0.145380,0.049969,0.000000,0
0.016129,1.000000,0.600000,0.777600,0.600000,0.581000,0.166667,0.308872,0.208659,0.450000,1
0.675610,0.659712,0.401000,0.727200,0.250000,0.000000,0.333333,0.228280,0.364832,0.000000,1
0.502041,0.207742,0.183000,0.130800,0.150000,0.226000,0.333333,0.096404,0.336630,0.000000,0
0.427500,0.221320,0.193000,0.113800,0.050000,0.483000,0.500000,0.173916,0.098629,0.000000,0
0.009049,0.258321,0.256000,1.000000,0.400000,0.323000,0.666667,0.087290,0.289354,0.000000,0
0.569565,0.245250,0.188000,0.091200,0.250000,0.130000,0.333333,0.176716,0.437457,0.000000,0
0.480851,0.101127,0.181000,0.078400,0.300000,0.216000,1.000000,0.232431,0.331175,0.000000,0
0.340517,0.050488,0.187000,0.100000,0.200000,0.500000,0.666667,0.218608,0.248419,0.000000,0
0.467500,0.335219,0.219000,0.105000,0.200000,0.107000,0.333333,0.090752,0.103363,0.000000,0
0.340909,0.118168,0.187000,0.101800,0.400000,0.000000,1.000000,0.107596,0.230103,0.000000,0
0.194574,0.153432,0.227000,0.153200,0.300000,0.154000,0.666667,0.171232,0.158630,0.000000,0
0.283333,0.126946,0.218000,0.180200,0.500000,0.015000,1.000000,0.160179,0.270567,0.000000,0
0.501282,0.218043,0.185000,0.108400,0.150000,0.000000,0.833333,0.163168,0.292505,0.000000,0
0.429032,0.591473,0.556000,0.682800,0.550000,0.646000,0.166667,0.849463,0.361804,0.155000,1
0.214286,0.252114,0.206000,0.118800,0.100000,0.230000,0.500000,0.345751,0.103440,0.000000,0
0.413333,0.395195,0.484000,0.692400,0.250000,0.000000,0.666667,0.095433,0.518227,0.000000,0
0.023516,0.159824,0.133000,1.000000,0.250000,0.216000,0.500000,0.356062,0.064307,0.000000,0
0.042718,0.324001,0.191000,1.000000,0.100000,0.000000,0.833333,0.256044,0.409533,0.000000,0
0.023784,0.186206,0.182000,1.000000,0.250000,0.000000,1.000000,0.062958,0.370867,0.000000,0
0.320354,0.780864,0.470000,1.000000,0.400000,0.188000,0.333333,0.749558,0.556620,0.000000,1
0.169863,0.010000,0.185000,0.171800,0.300000,0.000000,0.833333,0.387972,0.009311,0.000000,0
0.447059,0.507399,0.576000,1.000000,0.550000,0.000000,0.333333,0.579490,0.577323,0.020000,1
0.072174,0.389610,0.880000,1.000000,0.250000,0.361000,0.666667,0.326156,0.382906,0.257000,0
0.217460,0.254705,0.774000,1.000000,0.250000,0.241000,0.500000,0.211780,0.333096,0.174000,0
0.215000,0.110070,0.713000,1.000000,0.300000,0.148000,0.500000,0.032211,0.031666,0.127000,0
0.536496,0.067970,0.181000,0.100600,0.100000,0.358000,0.833333,0.356369,0.196821,0.000000,0
0.120313,1.000000,0.558000,0.799000,0.350000,0.000000,0.500000,0.293100,0.643948,0.006000,1
0.172807,0.332129,0.203000,0.150400,0.500000,0.273000,0.833333,0.327783,0.206367,0.000000,0
0.218182,0.410854,0.215000,0.137600,0.150000,0.572000,0.500000,0.523524,0.339126,0.150000,0
0.286792,0.213132,0.237000,0.133400,0.450000,0.283000,0.666667,0.037911,0.399495,0.000000,0
0.401333,0.296280,0.166000,0.129800,0.450000,0.159000,0.666667,0.355952,0.497291,0.000000,0
0.498000,0.420523,0.193000,0.104600,0.300000,0.287000,0.833333,0.200760,0.353758,0.000000,0
0.300000,0.323908,0.184000,0.116000,0.100000,0.000000,0.500000,0.213909,0.140035,0.000000,0
0.550980,0.186354,0.183000,0.097600,0.250000,0.095000,0.333333,0.057983,0.132137,0.000000,0
0.370455,0.396033,0.166000,0.096000,0.250000,0.782000,0.333333,0.399625,0.698110,0.150000,1
0.022899,0.169414,0.174000,1.000000,0.150000,0.000000,0.500000,0.101542,0.323202,0.000000,0
0.009065,0.167271,0.238000,1.000000,0.400000,0.368000,1.000000,0.182205,0.355129,0.000000,0
0.203125,0.061810,0.877000,0.975800,0.150000,0.524000,0.333333,0.597936,0.054583,0.404000,0
0.424675,0.150496,0.179000,0.107600,0.200000,0.152000,0.833333,0.068996,0.174282,0.000000,0
0.007818,0.282035,0.274000,1.000000,0.500000,0.454000,1.000000,0.098073,0.345578,0.000000,0
0.425641,0.010000,0.178000,0.113000,0.350000,0.172000,0.666667,0.288119,0.331249,0.000000,0
0.550323,0.310999,0.172000,0.109400,0.300000,0.000000,1.000000,0.094005,0.460972,0.000000,0
0.431783,0.387167,0.190000,0.105600,0.200000,0.327000,0.333333,0.239066,0.136256,0.000000,0
0.322535,0.098445,0.192000,0.137000,0.100000,0.000000,0.333333,0.363739,0.165667,0.000000,0
0.606918,0.168727,0.167000,0.079200,0.300000,0.335000,0.666667,0.195962,0.212628,0.000000,0
0.409174,0.341087,0.186000,0.110600,0.300000,0.096000,0.500000,0.089849,0.271357,0.000000,0
0.400000,0.224441,0.189000,0.100000,0.500000,0.393000,0.833333,0.127686,0.338269,0.000000,0
0.512381,0.273916,0.186000,0.100800,0.050000,0.425000,0.500000,0.206536,0.197927,0.000000,0
0.297581,0.419377,0.217000,0.120200,0.150000,0.194000,0.333333,0.054973,0.490365,0.000000,0
0.042453,0.344153,0.137000,1.000000,0.350000,0.044000,0.666667,0.146857,0.532090,0.000000,0
0.148305,0.214059,0.606000,1.000000,0.100000,0.245000,0.500000,0.029767,0.088412,0.044000,0
0.331429,0.010000,0.207000,0.143400,0.400000,0.273000,1.000000,0.061211,0.225810,0.000000,0
0.447170,0.459856,0.612000,0.998200,0.150000,0.000000,0.666667,0.097463,0.113931,0.048000,0
0.275258,0.010000,0.240000,0.149800,0.200000,0.272000,0.666667,0.080676,0.065638,0.000000,0
0.185714,0.375607,0.942000,1.000000,0.450000,0.136000,0.333333,0.045890,0.249966,0.305000,0
0.357895,0.456524,0.200000,0.111600,0.150000,0.185000,1.000000,0.324113,0.069243,0.000000,0
0.153704,0.194438,0.434000,0.827400,0.100000,0.146000,0.500000,0.130577,0.168725,0.000000,0
0.014110,0.048612,0.261000,1.000000,0.100000,0.690000,0.666667,0.114407,0.310372,0.150000,0
0.021926,0.217810,0.187000,1.000000,0.100000,0.115000,0.666667,0.414692,0.237329,0.000000,0
0.339535,0.156961,0.199000,0.127800,0.750000,0.000000,0.333333,0.161371,0.263607,0.200000,0
0.381646,0.211362,0.192000,0.107800,0.350000,0.219000,0.500000,0.275299,0.129157,0.000000,0
0.040647,0.188358,0.170000,1.000000,0.650000,0.165000,0.333333,0.154940,0.101599,0.200000,0
0.035429,0.218645,0.185000,1.000000,0.050000,0.195000,0.333333,0.187691,0.249449,0.000000,0
0.005402,0.216976,0.184000,1.000000,0.100000,0.067000,0.833333,0.272917,0.401803,0.000000,0
0.482313,0.128208,0.179000,0.102600,0.600000,0.100000,0.833333,0.187306,0.078230,0.000000,0
0.052537,0.185391,0.136000,1.000000,0.350000,0.420000,0.833333,0.253454,0.440901,0.000000,0
0.400000,0.127228,0.177000,0.081800,0.150000,0.204000,0.666667,0.138652,0.400945,0.000000,0
0.307463,0.138526,0.204000,0.138200,0.500000,0.071000,1.000000,0.076636,0.313432,0.000000,0
0.344218,0.044073,0.208000,0.122000,0.200000,0.000000,1.000000,0.290402,0.171888,0.000000,0
0.093478,0.185581,0.174000,0.752400,0.100000,0.318000,0.500000,0.048112,0.155705,0.000000,0
0.182946,0.297702,0.199000,0.142200,0.300000,0.236000,0.833333,0.115888,0.105538,0.000000,0
0.036128,0.326743,0.171000,1.000000,0.150000,0.485000,0.666667,0.129459,0.323775,0.000000,0
0.021016,0.266150,0.133000,1.000000,0.550000,0.078000,0.833333,0.151141,0.246004,0.000000,0
0.326866,0.216805,0.219000,0.141000,0.200000,0.232000,0.666667,0.423836,0.142997,0.000000,0
0.017788,0.194925,0.269000,1.000000,0.400000,0.432000,0.500000,0.008654,0.381306,0.000000,0
0.595890,0.455021,0.177000,0.086600,0.700000,0.000000,0.666667,0.130167,0.014900,0.200000,0
0.010000,1.000000,0.571000,1.000000,0.450000,0.550000,0.500000,0.471855,0.214918,0.450000,1
0.503738,0.131343,0.180000,0.081600,0.450000,0.000000,0.833333,0.214916,0.352616,0.000000,0
0.171186,0.429487,0.188000,0.116000,0.050000,0.168000,0.333333,0.305231,0.387650,0.000000,0
0.011007,0.178695,0.220000,1.000000,0.000000,0.362000,1.000000,0.035317,0.185008,0.000000,0
0.397778,0.103462,0.190000,0.121600,0.150000,0.168000,1.000000,0.173673,0.026969,0.000000,0
0.175000,0.424221,0.943000,1.000000,0.400000,0.157000,0.666667,0.093315,0.120489,0.306000,0
0.016502,0.298099,0.239000,1.000000,0.050000,0.486000,1.000000,0.057756,0.039566,0.000000,0
0.504511,0.398509,0.165000,0.082600,0.050000,0.172000,0.333333,0.244683,0.072694,0.000000,0
0.382667,0.121073,0.190000,0.122800,0.000000,0.183000,1.000000,0.273898,0.270329,0.000000,0
0.597959,0.179297,0.171000,0.095200,0.100000,0.097000,0.333333,0.174019,0.173336,0.000000,0
0.061111,0.574856,1.000000,1.000000,0.700000,0.000000,0.333333,0.744488,0.525235,0.550000,1
0.035166,0.190941,0.160000,1.000000,0.250000,0.128000,0.333333,0.358699,0.358411,0.000000,0
0.140678,0.433039,0.205000,0.177800,0.450000,0.113000,0.833333,0.094972,0.069385,0.000000,0
0.030728,0.216300,0.178000,1.000000,0.300000,0.214000,0.500000,0.105337,0.229867,0.000000,0
0.300000,0.174993,0.196000,0.125200,0.450000,0.185000,0.500000,0.231635,0.050328,0.000000,0
0.557895,0.394823,0.208000,0.114400,0.450000,0.256000,0.666667,0.456593,0.168087,0.000000,0
0.026000,0.281008,0.179000,1.000000,0.050000,0.000000,0.833333,0.461760,0.293587,0.000000,0
0.010020,0.127698,0.320000,1.000000,0.100000,0.213000,1.000000,0.198036,0.578704,0.000000,0
0.471429,0.361700,0.184000,0.094000,0.500000,0.183000,0.666667,0.356443,0.240867,0.000000,0
0.658065,0.040000,0.446000,0.630000,0.400000,0.000000,0.333333,0.521786,0.297496,0.000000,1
0.363830,0.243304,0.199000,0.148400,0.150000,0.479000,0.500000,0.124661,0.343898,0.000000,0
0.314458,0.187526,0.195000,0.139600,0.300000,0.039000,0.666667,0.106788,0.639670,0.000000,0
0.359494,0.170194,0.211000,0.134600,0.200000,0.204000,0.833333,0.370643,0.095182,0.000000,0
0.104545,0.204258,0.974000,1.000000,0.050000,0.151000,0.333333,0.007777,0.288270,0.330000,0
0.123153,0.185001,0.172000,0.631800,0.300000,0.345000,0.833333,0.184098,0.176618,0.000000,0
0.341509,0.316120,0.188000,0.110000,0.100000,0.248000,1.000000,0.101857,0.498892,0.000000,0
0.056667,0.214916,0.214000,0.947200,0.400000,0.349000,0.666667,0.410590,0.256822,0.000000,0
0.409375,0.225656,0.191000,0.094400,0.750000,0.416000,0.666667,0.297191,0.352456,0.200000,0
0.132895,0.666305,0.713000,1.000000,0.650000,0.506000,0.166667,0.625803,0.684559,0.477000,1
0.307634,0.145567,0.189000,0.118800,0.550000,0.027000,1.000000,0.052718,0.317550,0.000000,0
0.062766,0.145690,0.212000,0.819600,0.250000,0.081000,0.833333,0.335435,0.082803,0.000000,0
0.504819,0.028149,0.184000,0.097800,0.200000,0.000000,0.500000,0.219749,0.145159,0.000000,0
0.011784,0.245136,0.220000,1.000000,0.100000,0.387000,0.666667,0.125925,0.378097,0.000000,0
0.023861,0.251343,0.202000,1.000000,0.450000,0.042000,0.833333,0.158133,0.127443,0.000000,0
0.266197,0.213828,0.185000,0.139200,0.050000,0.024000,0.500000,0.131755,0.209336,0.000000,0
0.170755,0.040363,0.702000,1.000000,0.350000,0.144000,0.666667,0.249428,0.279106,0.118000,0
0.026960,0.351870,0.231000,1.000000,0.250000,0.026000,0.500000,0.152316,0.301654,0.000000,0
0.013896,0.300261,0.187000,1.000000,0.000000,0.291000,0.666667,0.119728,0.581095,0.000000,0
0.337324,0.276135,0.207000,0.106600,0.300000,0.063000,0.666667,0.560563,0.035872,0.000000,0
0.065432,0.243389,0.925000,1.000000,0.350000,0.419000,0.333333,0.393258,0.249862,0.292000,0
0.022414,1.000000,0.308000,0.741800,0.350000,0.000000,0.166667,0.304526,0.621063,0.300000,1
0.098113,0.228519,0.567000,1.000000,0.150000,0.126000,0.500000,0.079272,0.251023,0.013000,0
0.407595,0.244941,0.189000,0.086600,0.150000,0.248000,0.333333,0.120410,0.125983,0.000000,0
0.135345,0.303251,0.210000,0.163800,0.700000,0.000000,0.333333,0.673751,0.492645,0.200000,1
0.462992,0.170299,0.194000,0.092000,0.150000,0.354000,0.333333,0.277385,0.160784,0.000000,0
0.321687,0.125815,0.169000,0.117000,0.150000,0.082000,0.333333,0.247499,0.217445,0.000000,0
0.132143,0.084135,0.203000,0.181200,0.200000,0.288000,0.333333,0.062880,0.048240,0.000000,0
0.184348,0.203955,0.189000,0.153200,0.250000,0.000000,0.666667,0.410715,0.230815,0.000000,0
0.033849,0.250581,0.119000,1.000000,0.100000,0.057000,0.666667,0.023239,0.211312,0.000000,0
0.650000,0.278613,0.577000,0.768200,0.100000,0.419000,0.333333,0.249313,0.253096,0.021000,0
0.003448,1.000000,0.750000,1.000000,0.200000,0.000000,0.166667,0.860456,0.697508,0.300000,1
0.333333,0.342406,0.196000,0.118800,0.300000,0.155000,0.833333,0.539889,0.117624,0.000000,0
0.581481,0.156015,0.172000,0.077800,0.400000,0.303000,0.500000,0.156941,0.257159,0.000000,0
0.019225,0.160198,0.193000,1.000000,0.500000,0.132000,0.500000,0.254204,0.297721,0.000000,0
0.037652,0.303813,0.161000,1.000000,0.200000,0.016000,0.500000,0.217752,0.157429,0.000000,0
0.038264,0.347116,0.129000,1.000000,0.250000,0.170000,1.000000,0.076045,0.251205,0.000000,0
0.340909,0.045953,0.173000,0.094600,0.450000,0.000000,0.500000,0.404511,0.520759,0.000000,1
0.039602,0.010000,0.218000,1.000000,0.300000,0.085000,0.333333,0.067707,0.483824,0.000000,0
0.491667,0.138792,0.182000,0.124000,0.550000,0.285000,0.666667,0.072544,0.155570,0.000000,0
0.423622,0.292361,0.186000,0.108800,0.100000,0.030000,1.000000,0.217313,0.093952,0.000000,0
0.342222,0.170926,0.169000,0.103400,0.200000,0.000000,0.500000,0.658026,0.449611,0.000000,1
0.360606,0.576944,0.160000,0.099400,0.200000,0.000000,0.166667,0.594279,0.519928,0.000000,1
0.193258,0.040000,1.000000,1.000000,0.550000,0.000000,0.500000,0.571487,0.484794,0.350000,1
0.112821,0.254548,0.606000,1.000000,0.450000,0.125000,0.333333,0.258455,0.187039,0.044000,0
0.013695,0.183398,0.151000,1.000000,0.250000,0.352000,0.500000,0.257665,0.301796,0.000000,0
0.156311,0.226803,0.503000,0.836600,0.450000,0.713000,0.333333,0.401050,0.484931,0.150000,1
0.507547,0.010000,0.188000,0.103800,0.250000,0.320000,0.833333,0.109933,0.389851,0.000000,0
0.476522,0.049960,0.184000,0.107000,0.600000,0.385000,0.500000,0.258504,0.206316,0.000000,0
0.086905,0.159705,0.877000,1.000000,0.100000,0.175000,0.500000,0.393289,0.178821,0.254000,0
0.003390,1.000000,0.500000,1.000000,0.600000,0.000000,0.500000,0.536214,0.279418,0.300000,1
0.038889,0.571503,0.203000,1.000000,0.250000,0.172000,0.833333,0.040146,0.255408,0.000000,0
0.215385,0.142698,0.526000,1.000000,0.250000,0.050000,0.333333,0.075327,0.056945,0.000000,0
0.037534,0.010000,0.143000,1.000000,0.300000,0.106000,0.833333,0.134279,0.201180,0.000000,0
0.041702,0.482268,0.255000,1.000000,0.500000,0.146000,0.333333,0.264785,0.267109,0.000000,0
0.202381,0.304768,0.208000,0.141200,0.150000,0.091000,0.833333,0.130331,0.136034,0.000000,0
0.545455,0.182628,0.197000,0.085200,0.100000,0.000000,0.666667,0.181819,0.071913,0.000000,0
0.005955,0.342321,0.302000,1.000000,0.100000,0.000000,1.000000,0.236939,0.117198,0.000000,0
0.031917,0.187151,0.179000,1.000000,0.150000,0.110000,0.833333,0.213596,0.101637,0.000000,0
0.387805,0.296431,0.208000,0.107600,0.400000,0.954000,0.333333,0.501300,0.762505,0.150000,1
0.253846,0.181940,0.662000,1.000000,0.200000,0.219000,0.666667,0.287069,0.313812,0.087000,0
0.403759,0.235298,0.186000,0.097000,0.200000,0.000000,0.333333,0.302010,0.215516,0.000000,0
0.169388,0.189114,0.205000,0.209600,0.700000,0.192000,0.333333,0.232011,0.182737,0.200000,0
0.001346,0.059735,0.462000,1.000000,0.300000,0.290000,0.833333,0.216416,0.147639,0.000000,0
0.142466,0.287136,0.442000,0.602400,0.300000,0.837000,0.333333,0.349341,0.598197,0.150000,1
0.198990,0.284604,0.203000,0.158800,0.200000,0.167000,1.000000,0.393685,0.122919,0.000000,0
0.032902,0.247786,0.166000,1.000000,0.250000,0.163000,0.333333,0.388465,0.145649,0.000000,0
0.420455,0.064963,0.189000,0.105400,0.300000,0.341000,0.500000,0.359121,0.142878,0.000000,0
0.409091,0.260519,0.211000,0.105200,0.450000,0.178000,0.333333,0.428741,0.370570,0.000000,0
0.103947,0.579995,0.456000,0.616000,0.200000,0.000000,0.166667,0.298930,0.478215,0.000000,1
0.260526,0.606160,1.000000,1.000000,0.500000,0.000000,0.166667,0.370153,0.528501,0.350000,1
0.489231,0.010415,0.170000,0.082800,0.050000,0.321000,0.833333,0.103228,0.444521,0.000000,0
0.518919,0.120046,0.169000,0.076000,0.300000,0.376000,0.333333,0.372452,0.053489,0.000000,0
0.367901,0.422013,0.490000,1.000000,0.300000,0.000000,0.333333,0.542499,0.454902,0.000000,1
0.195000,0.160314,0.936000,1.000000,0.300000,0.032000,0.500000,0.302684,0.209226,0.300000,0
0.420155,0.283777,0.183000,0.112800,0.350000,0.366000,0.666667,0.311525,0.557980,0.000000,0
0.443750,0.131567,0.188000,0.133000,0.150000,0.311000,0.666667,0.126872,0.031213,0.000000,0
0.169643,0.232563,0.221000,0.180800,0.150000,0.337000,1.000000,0.142007,0.070700,0.000000,0
0.366387,0.200499,0.193000,0.114600,0.300000,0.238000,0.833333,0.268530,0.407309,0.000000,0
0.269231,0.359336,0.971000,1.000000,0.450000,0.000000,0.333333,0.072550,0.206407,0.327000,0
0.349359,0.053936,0.202000,0.112400,0.050000,0.105000,0.333333,0.309230,0.397251,0.000000,0
0.225000,0.293537,0.196000,0.140600,0.150000,0.232000,1.000000,0.387815,0.089582,0.000000,0
0.056452,0.163921,0.771000,1.000000,0.350000,0.332000,0.666667,0.121474,0.294769,0.172000,0
0.250000,0.276005,0.200000,0.135600,0.450000,0.119000,0.333333,0.214795,0.057944,0.000000,0
0.023569,0.213037,0.114000,1.000000,0.150000,0.563000,0.333333,0.532154,0.215304,0.150000,0
0.376699,0.330335,0.175000,0.121400,0.200000,0.277000,0.833333,0.391192,0.171349,0.000000,0
0.317073,0.372942,0.208000,0.105000,0.150000,0.092000,0.333333,0.121247,0.276321,0.000000,0
0.000962,0.032991,0.875000,1.000000,0.150000,0.220000,0.666667,0.010820,0.429188,0.000000,0
0.576667,0.195776,0.171000,0.079200,0.200000,0.123000,1.000000,0.145553,0.275978,0.000000,0
0.144330,1.000000,0.557000,0.907200,0.750000,0.283000,0.166667,0.555164,0.257521,0.205000,1
0.160656,0.239624,0.194000,0.176400,0.200000,0.000000,0.666667,0.148722,0.055818,0.000000,0
0.193220,0.809736,0.737000,1.000000,0.450000,0.000000,0.333333,0.603930,0.534337,0.145000,1
0.040000,0.312217,0.700000,1.000000,0.400000,0.533000,0.500000,0.023576,0.154184,0.267000,0
0.450649,0.109785,0.176000,0.108200,0.350000,0.326000,0.500000,0.239652,0.164315,0.000000,0
0.468750,0.247465,0.190000,0.108800,0.450000,0.223000,0.666667,0.072940,0.184212,0.000000,0
0.388525,0.437837,0.194000,0.104000,0.200000,0.291000,0.333333,0.195627,0.107696,0.000000,0
0.256818,0.276770,0.518000,1.000000,0.700000,0.116000,0.500000,0.364810,0.111401,0.200000,0
0.110714,0.048945,0.190000,0.751000,0.300000,0.180000,0.333333,0.123398,0.229837,0.000000,0
0.006054,0.420723,0.407000,1.000000,0.550000,0.420000,0.333333,0.311896,0.465460,0.000000,0
0.143434,0.331718,0.218000,0.187200,0.050000,0.121000,0.333333,0.363455,0.366783,0.000000,0
0.511511,0.267742,0.183000,0.088600,0.050000,0.194000,1.000000,0.203908,0.301234,0.000000,0
0.406154,0.421118,0.481000,0.974400,0.200000,0.639000,0.500000,0.600653,0.310499,0.150000,1
0.482759,0.216319,0.186000,0.095800,0.200000,0.359000,1.000000,0.337477,0.549610,0.000000,0
0.383562,0.344261,0.198000,0.106400,0.300000,0.257000,0.333333,0.097852,0.118343,0.000000,0
0.413415,0.454634,0.215000,0.120800,0.150000,0.087000,0.500000,0.173902,0.377548,0.000000,0
0.042263,0.101595,0.219000,1.000000,0.200000,0.046000,0.500000,0.257691,0.146484,0.000000,0
0.080412,0.284689,0.189000,0.817400,0.200000,0.260000,1.000000,0.075342,0.281512,0.000000,0
0.010390,1.000000,0.375000,0.909000,0.850000,0.860000,0.166667,0.701580,0.659606,0.650000,1
0.251136,0.290787,0.204000,0.133600,0.300000,0.193000,0.500000,0.050367,0.224613,0.000000,0
0.100000,1.000000,0.783000,1.000000,0.450000,0.472000,0.166667,0.441280,0.427987,0.181000,1
0.011494,1.000000,0.400000,1.000000,0.200000,0.000000,0.333333,0.411788,0.645229,0.300000,1
0.012195,1.000000,0.400000,1.000000,0.450000,0.611000,0.500000,0.522066,0.416789,0.450000,1
0.467442,0.319669,0.184000,0.092600,0.350000,0.456000,0.833333,0.324750,0.314023,0.000000,0
0.476871,0.109012,0.177000,0.110400,0.150000,0.073000,1.000000,0.600765,0.130751,0.000000,0
0.458182,0.287805,0.192000,0.096800,0.350000,0.288000,0.500000,0.213187,0.021347,0.000000,0
0.358537,0.303199,0.211000,0.126200,0.150000,0.347000,0.333333,0.144927,0.390776,0.000000,0
0.271053,0.221772,0.835000,1.000000,0.600000,0.000000,0.333333,0.832207,0.210965,0.222000,1
0.007912,0.230890,0.264000,1.000000,0.200000,0.254000,0.333333,0.015360,0.126538,0.000000,0
0.149474,0.098809,0.507000,1.000000,0.400000,0.327000,0.666667,0.159612,0.345517,0.000000,0
0.019499,0.076604,0.128000,1.000000,0.250000,0.265000,0.833333,0.098345,0.216789,0.000000,0
0.013148,0.242450,0.239000,1.000000,0.300000,0.000000,0.333333,0.335353,0.054425,0.000000,0
0.385714,0.401335,0.171000,0.124800,0.300000,0.000000,0.666667,0.071292,0.034267,0.000000,0
0.057670,0.010000,0.251000,0.968200,0.050000,0.078000,0.833333,0.248147,0.221023,0.000000,0
0.102857,0.186497,0.847000,1.000000,0.050000,0.291000,0.333333,0.379291,0.397016,0.231000,0
0.297059,0.282206,0.205000,0.134600,0.300000,0.365000,0.333333,0.140458,0.351205,0.000000,0
0.161702,0.296189,0.217000,0.176000,0.250000,0.104000,0.333333,0.084482,0.354316,0.000000,0
0.019764,0.308137,0.134000,1.000000,0.200000,0.008000,1.000000,0.116553,0.083920,0.000000,0
0.206667,0.210513,0.733000,1.000000,0.250000,0.289000,0.333333,0.311036,0.479899,0.142000,1
0.027957,0.138165,0.231000,1.000000,0.300000,0.150000,1.000000,0.335722,0.607375,0.000000,0
0.417895,0.121288,0.171000,0.099000,0.100000,0.000000,0.666667,0.213332,0.467773,0.000000,0
0.175309,0.439376,0.218000,0.144000,0.400000,0.021000,1.000000,0.150033,0.344266,0.000000,0
0.032449,0.145352,0.202000,1.000000,0.200000,0.042000,0.666667,0.268936,0.101167,0.000000,0
0.157143,0.156607,0.202000,0.178200,0.150000,0.237000,0.666667,0.098408,0.092767,0.000000,0
0.538931,0.348309,0.177000,0.102000,0.250000,0.093000,0.500000,0.307664,0.121071,0.000000,0
0.139474,0.212628,0.915000,1.000000,0.300000,0.082000,0.500000,0.184527,0.236520,0.284000,0
0.169355,0.084357,0.219000,0.165200,0.050000,0.000000,0.666667,0.102564,0.064636,0.000000,0
0.054206,0.256465,0.810000,1.000000,0.450000,0.137000,0.833333,0.383890,0.172510,0.202000,0
0.345882,0.231730,0.201000,0.117800,0.400000,0.086000,0.333333,0.132228,0.140289,0.000000,0
0.275269,0.259384,0.230000,0.126800,0.350000,0.000000,0.666667,0.219572,0.188755,0.000000,0
0.172131,0.316381,0.733000,1.000000,0.500000,0.000000,0.166667,0.247854,0.662817,0.142000,1
0.276562,0.363265,0.215000,0.130800,0.200000,0.053000,0.333333,0.171235,0.226283,0.000000,0
0.139286,0.348732,0.769000,1.000000,0.050000,0.209000,0.833333,0.272324,0.104216,0.170000,0
0.264151,0.243329,0.186000,0.140400,0.200000,0.292000,0.666667,0.019087,0.337335,0.000000,0
0.218987,0.277164,0.197000,0.151800,0.500000,0.187000,0.666667,0.176644,0.081435,0.000000,0
0.272662,0.460386,0.203000,0.136800,0.150000,0.152000,0.500000,0.353472,0.091720,0.000000,0
0.032443,0.426408,0.247000,1.000000,0.150000,0.000000,0.666667,0.118448,0.306135,0.000000,0
0.253061,0.311053,0.593000,1.000000,0.350000,0.481000,0.333333,0.546750,0.090721,0.033000,0
0.298507,0.295543,0.225000,0.151600,0.500000,0.356000,0.500000,0.228934,0.230376,0.000000,0
1.000000,0.615861,0.425000,0.631800,0.300000,0.250000,0.166667,0.260344,0.288634,0.000000,1
0.538732,0.123970,0.178000,0.089800,0.400000,0.022000,0.333333,0.210043,0.380549,0.000000,0
0.171429,0.331226,0.225000,0.154400,0.150000,0.000000,0.333333,0.205958,0.174128,0.000000,0
0.241509,0.194759,0.922000,1.000000,0.300000,0.000000,0.833333,0.173827,0.412985,0.289000,0
0.007407,0.228044,0.214000,1.000000,0.050000,0.162000,1.000000,0.127402,0.099322,0.000000,0
0.508791,0.391574,0.203000,0.124800,0.150000,0.000000,0.666667,0.208846,0.291715,0.000000,0
0.263830,0.163436,0.181000,0.123000,0.200000,0.447000,0.333333,0.210019,0.097135,0.000000,0
0.192806,0.239414,0.194000,0.152200,0.450000,0.197000,1.000000,0.300894,0.052443,0.000000,0
0.011111,1.000000,0.444000,0.979800,0.200000,0.000000,0.333333,0.288206,0.601058,0.300000,1
0.009756,1.000000,0.500000,1.000000,0.400000,0.000000,0.500000,0.494402,0.556629,0.300000,1
0.220000,0.101269,0.227000,0.154200,0.350000,0.000000,0.666667,0.109158,0.174488,0.000000,0
0.286275,0.061932,0.747000,1.000000,0.350000,0.000000,0.833333,0.367684,0.386373,0.153000,0
0.345679,0.293147,0.186000,0.120600,0.300000,0.183000,0.666667,0.383866,0.608671,0.000000,0
0.014307,0.307428,0.221000,1.000000,0.150000,0.000000,0.833333,0.280473,0.181776,0.000000,0
0.012746,0.149965,0.268000,1.000000,0.350000,0.022000,0.500000,0.191082,0.211395,0.000000,0
0.868421,0.641577,0.533000,0.850600,0.500000,0.000000,0.166667,0.082512,0.510495,0.000000,1
0.052609,0.265571,0.174000,1.000000,0.050000,0.171000,1.000000,0.425064,0.521634,0.000000,0
0.011680,0.326861,0.202000,1.000000,0.300000,0.000000,0.500000,0.423404,0.117712,0.000000,0
0.205882,0.222852,0.964000,1.000000,0.150000,0.047000,1.000000,0.398932,0.258011,0.322000,0
